iter	Logloss
0	0.6070531837
1	0.535313558
2	0.4686310241
3	0.4155064099
4	0.3690864417
5	0.3336847158
6	0.3016843717
7	0.2722326745
8	0.2469272295
9	0.2274258302
10	0.2096842746
11	0.1983409507
12	0.1829013615
13	0.170648448
14	0.1597355695
15	0.1496366381
16	0.1404241028
17	0.1343507651
18	0.1267714798
19	0.1220533992
20	0.115073739
21	0.1078653968
22	0.1032342413
23	0.09886648641
24	0.0948936428
25	0.09100096593
26	0.08720759481
27	0.08472260769
28	0.08210299354
29	0.07966861158
30	0.07712746317
31	0.07481522356
32	0.0729932957
33	0.07094617708
34	0.0692384415
35	0.06789528278
36	0.06570891609
37	0.06403624942
38	0.06154176413
39	0.05962220363
40	0.05854182773
41	0.05793398212
42	0.0565970274
43	0.05581035112
44	0.05455437599
45	0.05341641573
46	0.05177881285
47	0.05040443617
48	0.04936632636
49	0.04840350383
50	0.04724352913
51	0.04680137839
52	0.04642318331
53	0.04534924007
54	0.04510448969
55	0.04488431919
56	0.04383162169
57	0.04354379795
58	0.04299087134
59	0.04270947514
60	0.04175809578
61	0.04059957389
62	0.03958566937
63	0.03867335533
64	0.0383479888
65	0.03747827407
66	0.03679092307
67	0.03659236919
68	0.03590979492
69	0.0354846207
70	0.03498172574
71	0.03425607811
72	0.03376749013
73	0.0332352497
74	0.03265621788
75	0.03250282782
76	0.03229657205
77	0.03162106482
78	0.03133412411
79	0.03080670132
80	0.03037275441
81	0.03004621948
82	0.02978328422
83	0.02900996868
84	0.02840234987
85	0.02758665996
86	0.02720711617
87	0.02665974987
88	0.02652647063
89	0.02635759127
90	0.02612263139
91	0.02600213008
92	0.02558334343
93	0.02511192995
94	0.02471674906
95	0.02446771551
96	0.02392886721
97	0.02383843825
98	0.02352426577
99	0.023085135
100	0.02284595144
101	0.02267082021
102	0.02240224377
103	0.02194519954
104	0.02151851673
105	0.02146434598
106	0.02139255643
107	0.021158329
108	0.02097102215
109	0.02056184475
110	0.02030515671
111	0.02013767904
112	0.01970786658
113	0.01961432749
114	0.01935616525
115	0.01928482465
116	0.01903993763
117	0.01897282349
118	0.01875984553
119	0.01865353036
120	0.01857345425
121	0.01842324125
122	0.01835459064
123	0.01804158841
124	0.01783522574
125	0.01754283719
126	0.01740287851
127	0.0172924605
128	0.01721874129
129	0.01705167354
130	0.01700982713
131	0.01675439578
132	0.01667539511
133	0.01653177789
134	0.01648809849
135	0.01625792929
136	0.01603226913
137	0.01584583509
138	0.01567671406
139	0.01536346179
140	0.01517464078
141	0.01511819274
142	0.01495427602
143	0.01489704441
144	0.0148295687
145	0.01468440478
146	0.01457226067
147	0.01444732562
148	0.01434553158
149	0.01428576055
150	0.01415640197
151	0.01405256952
152	0.0139534506
153	0.01370101505
154	0.01344993472
155	0.01339231365
156	0.01328619554
157	0.01319363615
158	0.01297380771
159	0.01272751435
160	0.01264536729
161	0.01251363661
162	0.01233379557
163	0.01213006713
164	0.01193009204
165	0.01179366549
166	0.01161951861
167	0.01136127736
168	0.01130011858
169	0.01112984217
170	0.01101404045
171	0.01085582718
172	0.0106476055
173	0.01062903767
174	0.01050049799
175	0.01043747926
176	0.01030473914
177	0.01018235186
178	0.01006564573
179	0.01000971357
180	0.009871321115
181	0.009719785426
182	0.009557886663
183	0.009442509731
184	0.009370215455
185	0.009259565067
186	0.009144988441
187	0.009052456006
188	0.008922989605
189	0.008811642087
190	0.008711528592
191	0.008596608049
192	0.008504899157
193	0.008441962229
194	0.008328373669
195	0.008246355819
196	0.00815777286
197	0.008055087419
198	0.007986234178
199	0.007914635173
200	0.007846436305
201	0.007782582419
202	0.007711114474
203	0.007656879128
204	0.007585012425
205	0.007492033826
206	0.007459748791
207	0.007429854912
208	0.007357511372
209	0.007327630041
210	0.007283233063
211	0.007225440027
212	0.007168368289
213	0.007108817091
214	0.007058013485
215	0.00698605662
216	0.006896361041
217	0.006815522735
218	0.006756111892
219	0.006711177194
220	0.00666126359
221	0.006601494888
222	0.006526288466
223	0.006485395264
224	0.006413535533
225	0.006362906673
226	0.006323842742
227	0.006252864648
228	0.006214538745
229	0.006166360067
230	0.006118163728
231	0.006053608528
232	0.006023740675
233	0.005969488133
234	0.005929724747
235	0.005901715909
236	0.005858126672
237	0.00579927121
238	0.005769900644
239	0.005741527903
240	0.005701496355
241	0.005645600908
242	0.005619975326
243	0.005544295785
244	0.005489855947
245	0.005453644208
246	0.00542973589
247	0.005408911677
248	0.005358003501
249	0.005333157775
250	0.00530914117
251	0.005271407363
252	0.005238329923
253	0.005205083776
254	0.005172439486
255	0.005127122295
256	0.005105346732
257	0.005072121035
258	0.005027433585
259	0.004997156284
260	0.004976619289
261	0.004944025192
262	0.004909751476
263	0.004867758667
264	0.004849973013
265	0.004830868388
266	0.004812178324
267	0.004784812239
268	0.004767756248
269	0.004727289691
270	0.004699422137
271	0.004681740588
272	0.004654990302
273	0.004626990294
274	0.004589766322
275	0.004535544918
276	0.004519147483
277	0.004485528139
278	0.004474446555
279	0.004449690992
280	0.004436098809
281	0.004409180747
282	0.004371676529
283	0.004340842918
284	0.004311393808
285	0.004287092309
286	0.004264694905
287	0.004250219691
288	0.004236148812
289	0.004214440638
290	0.004201060847
291	0.004179043612
292	0.004158044651
293	0.004142170064
294	0.004110326544
295	0.004086422874
296	0.004065733904
297	0.00405418989
298	0.004029231229
299	0.003998002578
300	0.003971643615
301	0.003949308024
302	0.003935667042
303	0.00391499155
304	0.003896261284
305	0.003869576529
306	0.003848994917
307	0.00383877638
308	0.003820311024
309	0.003791910631
310	0.003772918941
311	0.003763192346
312	0.003752211613
313	0.003741545984
314	0.003728568902
315	0.003720950662
316	0.00369696566
317	0.003680691617
318	0.003663729971
319	0.003644504278
320	0.003620104483
321	0.003601574294
322	0.003577665279
323	0.00355473062
324	0.003530886903
325	0.00351358436
326	0.003504690603
327	0.003483031925
328	0.003475152726
329	0.003452960046
330	0.003437850443
331	0.003421721867
332	0.003410746712
333	0.003401997958
334	0.003394346023
335	0.003386683399
336	0.00336660651
337	0.003338673426
338	0.00333580032
339	0.003325573882
340	0.00331150858
341	0.003305327823
342	0.003288031554
343	0.003274422872
344	0.003252123764
345	0.003237516559
346	0.003231594437
347	0.003225844971
348	0.003216660511
349	0.003205517347
350	0.003184598789
351	0.003173935251
352	0.003161037875
353	0.003147441044
354	0.003145212086
355	0.003129682578
356	0.003129657017
357	0.003117433068
358	0.003098119769
359	0.003087426719
360	0.003087417889
361	0.003076883552
362	0.003073853359
363	0.003055176307
364	0.003055163991
365	0.003055123093
366	0.003050587098
367	0.00305053644
368	0.003050503675
369	0.003050471839
370	0.003035508169
371	0.003029206808
372	0.003012937644
373	0.00299988109
374	0.002999835312
375	0.002999765599
376	0.002999704484
377	0.002999484888
378	0.002994294985
379	0.00299136541
380	0.00298704297
381	0.002977601269
382	0.002971380078
383	0.002955527566
384	0.002953524478
385	0.002942356682
386	0.002938083041
387	0.002929079602
388	0.002912148165
389	0.002901397021
390	0.002885153419
391	0.002873136751
392	0.002873121879
393	0.002862593816
394	0.002849011626
395	0.002833482582
396	0.002827184242
397	0.002822601772
398	0.002807589535
399	0.002807545151
